Status,Issue #,Priority,Category,Issue,Tenant,Unit,Closed,Description
DEFECT LETTER ISSUED,14985259,C,Violations,14985259,,3J,,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) EAST WALL IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 3J, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH"
DEFECT LETTER ISSUED,14985260,C,Violations,14985260,,3J,,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) CEILING IN THE 3rd ROOM FROM EAST AT NORTH LOCATED AT APT 3J, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,13814535,B,Violations,13814535,,3A,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE CEILING IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM WEST AT NORTH"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,13880037,B,Violations,13880037,,3A,,"SECTION 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT BATHTUB IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14098044,B,Violations,14098044,,2H,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING (8 SQ.FT.) IN BATHROOM IN THE 2nd ROOM FROM EAST AT NORTH LOCATED AT APT 2H, 2nd STORY ORIGINAL VIOLATION 13916088 ISSUED 28-NOV-20 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE 27-2017.3a(3)(a) or (b)."
NOV SENT OUT,15230826,A,Violations,15230826,,,,SECTION 27-2005 ADM CODE REFIT BUILDING ENTRANCE DOOR
NOV SENT OUT,15230828,A,Violations,15230828,,,,"SECTION 27-2005 ADM CODE REFIT FIRE DOOR BETWEEN NORTH AND SOUTH SECTIONS AT PUBLIC HALL, 1st STORY"
NOV SENT OUT,15230829,A,Violations,15230829,,,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL AT EAST WALL AT PUBLIC HALL, 1st STORY"
NOV SENT OUT,15230830,A,Violations,15230830,,,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT EAST WALL AT PUBLIC HALL, 1st STORY"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14569934,B,Violations,14569934,,6L,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE 1st ROOM FROM EAST LOCATED AT APT 6L, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14569935,B,Violations,14569935,,6L,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 1st ROOM FROM EAST LOCATED AT APT 6L, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,11892585,B,Violations,11892585,,1C,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PARQUET FLOOR IN THE 3rd ROOM FROM NORTH AT WEST LOCATED AT APT 1C, 2nd STORY"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,12975390,B,Violations,12975390,,3A,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT WEST WALL, CEILING IN THE 2nd ROOM FROM NORTH LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,12975391,B,Violations,12975391,,3A,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT SOUTH WALL, EAST WALL IN THE PRIVATE HALLWAY LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,12975392,B,Violations,12975392,,3A,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT WEST WALL, NORTH WALL, CEILING IN THE FOYER LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,12975394,B,Violations,12975394,,3A,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING, WEST WALL, NORTH WALL, EAST WALL IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,13814530,B,Violations,13814530,,3A,,"SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF AIR CONDITIONING UNIT IN THE FIRST WINDOW FROM WEST AT NORTH, LEADING TO FIRE ESCAPE IN THE 3rd ROOM FROM EAST AT NORTH LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM WEST AT NORTH"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,13814533,B,Violations,13814533,,3A,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE NORTH WALL IN THE 2nd ROOM FROM EAST LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM WEST AT NORTH"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,13814534,B,Violations,13814534,,3A,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE BASE OF WOODEN FLOOR CABINET AT THE EAST WALL IN THE KITCHEN LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM WEST AT NORTH"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,13814537,C,Violations,13814537,,3A,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM WEST AT NORTH"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,13814538,B,Violations,13814538,,3A,,"SECTION 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS , BATHTUB FAUCET AT THE SOUTH SHOWER WALL IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM WEST AT NORTH"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,13864085,C,Violations,13864085,,3F,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 3F, 4th STORY, 4th APARTMENT FROM EAST AT SOUTH"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,13880034,B,Violations,13880034,,3A,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES AT SOUTH WALL IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,13916138,B,Violations,13916138,,3A,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING (10SQ.FT.) AND WEST WALL (4 SQ.FT.) IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY"
NOT COMPLIED WITH,13989015,B,Violations,13989015,,3B,,"SECTION 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT SINK IN THE KITCHEN LOCATED AT APT 3B, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14515257,B,Violations,14515257,,3A,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN ENAMEL AT BATHTUB IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 4th APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14515260,B,Violations,14515260,,3A,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE BELL AND BUZZER IN THE FOYER LOCATED AT APT 3A, 3rd STORY, 4th APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14515261,B,Violations,14515261,,3A,,"SECTION 27-2005 ADM CODE PROPERLY SECURE THE LOOSE DOOR AT CLOSET IN THE PRIVATE HALLWAY LOCATED AT APT 3A, 3rd STORY, 4th APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14515262,B,Violations,14515262,,3A,,"SECTION 27-2005 ADM CODE PROPERLY SECURE THE LOOSE DOOR AT CLOSET IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 3A, 3rd STORY, 4th APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14944100,B,Violations,14944100,,6E,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 6E, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14944101,B,Violations,14944101,,6E,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE MECHANICAL VENTILATION SYSTEM AT WEST WALL IN THE KITCHEN LOCATED AT APT 6E, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOT COMPLIED WITH,14944147,A,Violations,14944147,,1B,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING AND ALL WALLS IN THE ENTIRE APARTMENT LOCATED AT APT 1B, 1st STORY, 4th APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,14944148,B,Violations,14944148,,1B,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES FLOOR THROUGHOUT IN THE ENTIRE APARTMENT LOCATED AT APT 1B, 1st STORY, 4th APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,14944163,B,Violations,14944163,,1B,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 1st ROOM FROM EAST LOCATED AT APT 1B, 1st STORY, 4th APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14944171,B,Violations,14944171,,1D,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14944172,B,Violations,14944172,,1D,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE BATHROOM LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14944173,B,Violations,14944173,,1D,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES FLOOR IN THE BATHROOM LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14944174,B,Violations,14944174,,1D,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN ENAMEL AT BATHTUB IN THE BATHROOM LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14944175,B,Violations,14944175,,1D,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE 3rd ROOM FROM EAST LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14944176,B,Violations,14944176,,1D,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING AND WEST WALL IN THE 3rd ROOM FROM EAST LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOT COMPLIED WITH,14944181,B,Violations,14944181,,4D,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN ENAMEL AT BATHTUB IN THE BATHROOM LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14944309,B,Violations,14944309,,3E,,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE CLOSET DOOR AT EAST WALL IN THE FOYER LOCATED AT APT 3E, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14569936,B,Violations,14569936,,6L,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 2nd ROOM FROM EAST LOCATED AT APT 6L, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,15113315,C,Violations,15113315,,3B,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 3B, 3rd STORY, 4th APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,15113436,A,Violations,15113436,,3A,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN ENAMEL GLAZE AT SURFACE OF BATH TUB IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST"
DEFECT LETTER ISSUED,14760400,B,Violations,14760400,,5D,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPROXIAMATELY 6 SQUARE FEET IN THE BATHROOM LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 14533745 ISSUED 30-AUG-21 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
VIOLATION WILL BE REINSPECTED,14760246,B,Violations,14760246,,3G,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 1 SQ. FT. AT CEILING IN THE 3rd ROOM FROM NORTH AT WEST LOCATED AT APT 3G, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ''north'' ORIGINAL VIOLATION 14522403 ISSUED 01-SEP-21 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
NOV SENT OUT,15245745,B,Violations,15245745,,3B,,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE SINK BASE CABINET IN THE KITCHEN LOCATED AT APT 3B, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOV CERTIFIED ON TIME,15245760,A,Violations,15245760,,,,"SECTION 27-2005 ADM CODE REFIT FIRE STAIR DOOR AT PUBLIC HALL, 6th STORY, SECTION ''SOUTH ''"
NOV SENT OUT,15245767,B,Violations,15245767,,,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIALS AT BULKHEAD CEILING AND NORTH WALL AT PUBLIC HALL, 6th STORY, SECTION ''NORTH ''"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,6683619,B,Violations,6683619,,6H,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE PORCELAIN IN BATH TUB IN THE 1st BATHROOM FROM NORTH LOCATED AT APT 6H, 6th STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOT COMPLIED WITH,6697711,B,Violations,6697711,,3B,,"SECTION 27-2018 ADM CODE ABATE THE NUISANCE CONSISTING OF VERMIN ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 3B, 3rd STORY, 4th APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,8505159,B,Violations,8505159,,1G,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS AND CEILING IN THE SOUTH BEDROOM LOCATED AT APT 1G, 1st STORY, APARTMENT AT WEST"
NOTICE OF ISSUANCE SENT TO TENANT,15246399,C,Violations,15246399,,2A,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 2A, 2nd STORY, 3rd APARTMENT FROM WEST AT NORTH"
NOV SENT OUT,15246708,A,Violations,15246708,,2A,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE 2nd ROOM FROM NORTH AT EAST, THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 2A, 2nd STORY, 3rd APARTMENT FROM NORTH AT EAST"
VIOLATION WILL BE REINSPECTED,14276858,A,Violations,14276858,,1E,,"SECTION 27-2005 ADM CODE REFIT CLOSET DOORS IN THE FOYER LOCATED AT APT 1E, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14515265,C,Violations,14515265,,3A,,"SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF AIR CONDITIONNER AT WINDOW LEADING TO FIRE ESCAPE IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 3A, 3rd STORY, 4th APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,14449528,B,Violations,14449528,,6G,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE SOUTH WALL, CEILING IN THE 2nd ROOM FROM EAST AT SOUTH LOCATED AT APT 6G, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH"
NOTICE OF ISSUANCE SENT TO TENANT,15245731,C,Violations,15245731,,1B,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 1B, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOTICE OF ISSUANCE SENT TO TENANT,15245732,C,Violations,15245732,,1B,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1B, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOV SENT OUT,15245733,B,Violations,15245733,,1B,,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE SINK BASE CABINET IN THE KITCHEN LOCATED AT APT 1B, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOV SENT OUT,15245734,B,Violations,15245734,,1B,,"SECTION 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT SINK IN THE KITCHEN LOCATED AT APT 1B, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOV SENT OUT,15245735,B,Violations,15245735,,1B,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE BASE CABINET WATER DAMAGE IN THE BATHROOM LOCATED AT APT 1B, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOV SENT OUT,15245736,B,Violations,15245736,,1B,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN ENAMEL GLAZE OF THE BATHTUB IN THE BATHROOM LOCATED AT APT 1B, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOV SENT OUT,15245743,B,Violations,15245743,,3B,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING IN THE BATHROOM LOCATED AT APT 3B, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOV SENT OUT,15245744,B,Violations,15245744,,3B,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING IN THE KITCHEN LOCATED AT APT 3B, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOV SENT OUT,15245758,C,Violations,15245758,,,,SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE MORTISE LOCK AND ASSEMBLY AT VESTIBULE DOOR AT PUBLIC HALL
NOV SENT OUT,15252794,B,Violations,15252794,,4H,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE NORTH WALL IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 4H, 4th STORY, 3rd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15252826,B,Violations,15252826,,4H,,"SECTION 27-2026 ADM CODE REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN WASH BASIN IN THE 1st BATHROOM FROM NORTH AT CENTER LOCATED AT APT 4H, 4th STORY, 3rd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15253320,A,Violations,15253320,,4H,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE KITCHEN , THE 1st ROOM FROM NORTH AT WEST, THE 1st ROOM FROM NORTH AT EAST, THE 3rd BATHROOM FROM NORTH AT EAST LOCATED AT APT 4H, 4th STORY, 3rd APARTMENT FROM SOUTH AT WEST"
NOT COMPLIED WITH,14781189,C,Violations,14781189,,3B,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 3B, 3rd STORY, 4th APARTMENT FROM WEST AT NORTH"
NOT COMPLIED WITH,14780384,A,Violations,14780384,,4C,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT CEILING IN THE KITCHEN LOCATED AT APT 4C, 4th STORY, 5th APARTMENT FROM NORTH AT EAST"
DEFECT LETTER ISSUED,14780361,C,Violations,14780361,,4C,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 4C, 4th STORY, 5th APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,14780381,A,Violations,14780381,,4C,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 4C, 4th STORY, 5th APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,14780382,A,Violations,14780382,,4C,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 4C, 4th STORY, 5th APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15248445,B,Violations,15248445,,3E,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK CEILING IN THE KITCHEN LOCATED AT APT 3E, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH"
NOV SENT OUT,15248446,B,Violations,15248446,,3E,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND ALL WALLS IN THE KITCHEN LOCATED AT APT 3E, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH"
NOTICE OF ISSUANCE SENT TO TENANT,15595560,C,Violations,15595560,,1E,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1E, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT SOUTH"
NOV SENT OUT,15595562,C,Violations,15595562,,6D,,"SECTION 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT SOUTH"
NOV SENT OUT,15595563,B,Violations,15595563,,6D,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE LIGHT FIXTURE AT CEILING IN THE KITCHEN LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT SOUTH"
NOV SENT OUT,15595564,B,Violations,15595564,,6D,,"SECTION 27-2026 ADM CODE REPAIR THE BROKEN OR DEFECTIVE CONNECTION AT WASTELINE AT SINK IN THE KITCHEN LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT SOUTH"
NOV SENT OUT,15595704,C,Violations,15595704,,6E,,"SECTION 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 6E, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION AT SOUTH"
